Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   Egz.  
Vardas3400          Pavarde3400         10    7     3     4     9     5     7     6     
Vardas3401          Pavarde3401         8     9     9     9     3     10    10    1     
Vardas3402          Pavarde3402         1     7     8     10    8     7     5     5     
Vardas3403          Pavarde3403         9     7     1     9     10    8     9     1     
Vardas3404          Pavarde3404         3     2     3     6     9     1     5     8     
Vardas3405          Pavarde3405         9     8     10    10    7     6     3     2     
Vardas3406          Pavarde3406         7     7     1     8     3     4     8     1     
Vardas3407          Pavarde3407         4     5     4     10    9     6     7     3     
Vardas3408          Pavarde3408         8     10    3     1     5     10    5     5     
Vardas3409          Pavarde3409         2     3     4     3     3     1     7     4     
Vardas3410          Pavarde3410         1     7     10    5     9     3     5     9     
Vardas3411          Pavarde3411         10    7     5     4     8     4     2     5     
Vardas3412          Pavarde3412         6     3     7     10    10    7     2     5     
Vardas3413          Pavarde3413         10    4     7     4     9     6     8     10    
Vardas3414          Pavarde3414         6     4     1     5     7     2     3     3     
Vardas3415          Pavarde3415         7     3     4     5     8     10    10    4     
Vardas3416          Pavarde3416         6     8     5     4     10    7     10    6     
Vardas3417          Pavarde3417         8     7     8     10    4     6     5     6     
Vardas3418          Pavarde3418         6     5     4     10    4     6     5     9     
Vardas3419          Pavarde3419         9     6     10    3     4     2     1     5     
Vardas3420          Pavarde3420         2     2     1     10    6     9     3     10    
Vardas3421          Pavarde3421         6     3     8     7     6     7     10    2     
Vardas3422          Pavarde3422         3     2     5     3     10    6     3     2     
Vardas3423          Pavarde3423         8     10    5     2     6     7     5     6     
Vardas3424          Pavarde3424         9     6     1     10    3     1     7     8     
Vardas3425          Pavarde3425         7     4     3     1     8     1     5     5     
Vardas3426          Pavarde3426         8     1     4     8     6     10    5     2     
Vardas3427          Pavarde3427         9     4     7     2     2     8     6     1     
Vardas3428          Pavarde3428         7     3     6     8     10    9     8     8     
Vardas3429          Pavarde3429         8     2     1     1     7     10    2     4     
Vardas3430          Pavarde3430         8     2     10    6     6     7     9     2     
Vardas3431          Pavarde3431         3     7     8     5     7     10    10    9     
Vardas3432          Pavarde3432         1     9     6     5     8     8     6     2     
Vardas3433          Pavarde3433         2     9     2     6     4     8     7     9     
Vardas3434          Pavarde3434         7     10    7     7     7     2     3     2     
Vardas3435          Pavarde3435         3     3     8     9     3     10    9     6     
Vardas3436          Pavarde3436         1     4     10    10    9     7     7     2     
Vardas3437          Pavarde3437         6     4     4     2     8     7     7     2     
Vardas3438          Pavarde3438         7     1     2     1     1     9     10    6     
Vardas3439          Pavarde3439         9     9     3     2     3     4     5     2     
Vardas3440          Pavarde3440         8     9     5     6     6     9     9     10    
Vardas3441          Pavarde3441         8     9     4     9     2     6     10    10    
Vardas3442          Pavarde3442         3     7     10    5     3     7     9     7     
Vardas3443          Pavarde3443         10    4     7     2     8     10    5     10    
Vardas3444          Pavarde3444         1     9     5     7     1     8     1     5     
Vardas3445          Pavarde3445         2     2     9     7     5     10    5     5     
Vardas3446          Pavarde3446         5     3     9     3     2     7     8     7     
Vardas3447          Pavarde3447         5     8     9     9     1     1     9     2     
Vardas3448          Pavarde3448         10    2     6     7     1     10    7     6     
Vardas3449          Pavarde3449         7     5     9     10    3     6     4     7     
Vardas3450          Pavarde3450         10    6     5     3     4     3     10    8     
Vardas3451          Pavarde3451         1     7     5     10    9     8     10    4     
Vardas3452          Pavarde3452         6     7     4     6     8     9     7     8     
Vardas3453          Pavarde3453         7     9     9     2     9     6     2     8     
Vardas3454          Pavarde3454         5     2     9     4     4     9     3     6     
Vardas3455          Pavarde3455         5     10    7     8     1     7     1     5     
Vardas3456          Pavarde3456         3     8     5     4     1     6     5     7     
Vardas3457          Pavarde3457         5     3     1     3     6     8     1     7     
Vardas3458          Pavarde3458         9     5     10    9     6     10    5     2     
Vardas3459          Pavarde3459         3     4     5     9     6     9     9     5     
Vardas3460          Pavarde3460         2     2     2     3     1     6     5     1     
Vardas3461          Pavarde3461         2     6     9     1     5     1     9     9     
Vardas3462          Pavarde3462         7     10    6     3     3     5     8     5     
Vardas3463          Pavarde3463         10    6     5     9     1     5     9     3     
